gnl|TC-DB|O15403|2.A.1.13.15	gene1801	41.667	24	14	0	426	449	97	120	7.9	24.6
gnl|TC-DB|O15403|2.A.1.13.15	gene935	24.390	82	60	1	2	83	8	87	8.3	25.4
gnl|TC-DB|O15403|2.A.1.13.15	gene314	48.148	27	11	1	66	92	139	162	8.5	25.0
gnl|TC-DB|P25613|2.A.96.1.4	gene2135	38.710	31	19	0	59	89	85	115	1.0	26.2
gnl|TC-DB|P25613|2.A.96.1.4	gene1776	30.682	88	49	4	83	164	9	90	3.7	25.0
gnl|TC-DB|P25613|2.A.96.1.4	gene254	25.000	64	41	1	218	281	191	247	4.8	25.0
gnl|TC-DB|P25613|2.A.96.1.4	gene2518	26.923	78	49	3	89	165	87	157	4.9	25.0
gnl|TC-DB|P25613|2.A.96.1.4	gene304	39.394	33	20	0	164	196	379	411	9.2	24.3
gnl|TC-DB|P25613|2.A.96.1.4	gene2015	22.222	126	78	3	51	156	171	296	9.3	24.3
gnl|TC-DB|P25613|2.A.96.1.4	gene2010	28.000	50	36	0	233	282	176	225	9.8	23.9
gnl|TC-DB|P36021|2.A.1.13.10	gene661	38.333	60	34	2	146	202	259	318	0.049	32.3
gnl|TC-DB|P36021|2.A.1.13.10	gene1033	32.877	73	43	2	93	159	34	106	0.15	30.4
gnl|TC-DB|P36021|2.A.1.13.10	gene805	32.432	37	25	0	223	259	127	163	5.4	25.4
gnl|TC-DB|P36021|2.A.1.13.10	gene359	39.474	38	20	1	61	98	29	63	5.5	25.4
gnl|TC-DB|P36021|2.A.1.13.10	gene2507	32.258	31	21	0	488	518	155	185	8.4	25.4
gnl|TC-DB|P36021|2.A.1.13.10	gene2533	32.203	59	39	1	436	493	276	334	9.0	25.4
gnl|TC-DB|P36032|2.A.1.13.18	gene2646	24.528	106	62	3	223	319	53	149	0.33	28.9
gnl|TC-DB|P36032|2.A.1.13.18	gene1068	32.787	61	36	2	266	326	709	764	2.1	27.3
gnl|TC-DB|P36032|2.A.1.13.18	gene2337	31.667	60	38	1	85	141	129	188	3.4	26.2
gnl|TC-DB|P36032|2.A.1.13.18	gene567	58.824	17	7	0	193	209	297	313	3.8	26.2
gnl|TC-DB|P36032|2.A.1.13.18	gene616	31.707	41	28	0	400	440	301	341	9.9	24.6
gnl|TC-DB|P53985|2.A.1.13.1	gene1780	41.379	29	17	0	291	319	12	40	1.4	27.3
gnl|TC-DB|P53985|2.A.1.13.1	gene615	48.148	27	13	1	174	199	167	193	1.6	27.3
gnl|TC-DB|P53985|2.A.1.13.1	gene2169	34.211	38	23	1	96	133	453	488	7.5	25.4
gnl|TC-DB|Q08268|2.A.1.13.19	gene2003	45.455	22	12	0	405	426	686	707	1.8	27.3
gnl|TC-DB|Q08268|2.A.1.13.19	gene2399	35.135	37	24	0	340	376	401	437	4.3	26.2
gnl|TC-DB|Q08268|2.A.1.13.19	gene441	23.810	105	62	4	101	187	174	278	7.8	25.4
gnl|TC-DB|Q08268|2.A.1.13.19	gene1663	47.059	17	9	0	255	271	399	415	8.0	25.4
gnl|TC-DB|Q08268|2.A.1.13.19	gene2625	21.678	143	90	4	229	359	240	372	8.0	25.4
gnl|TC-DB|Q08268|2.A.1.13.19	gene2257	50.000	16	8	0	4	19	728	743	8.6	25.4
gnl|TC-DB|Q08268|2.A.1.13.19	gene2532	24.194	62	45	1	289	348	683	744	9.1	25.0
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1406	21.656	157	114	3	258	409	15	167	0.056	32.0
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1549	34.783	46	30	0	284	329	328	373	0.14	31.2
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene520	35.000	60	29	2	314	370	198	250	0.15	30.8
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene313	34.783	46	29	1	382	427	373	417	0.18	30.4
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1042	25.806	124	86	3	281	402	52	171	0.43	29.3
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene615	36.364	44	27	1	153	195	147	190	0.87	28.1
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1917	27.473	91	54	4	102	183	742	829	4.0	26.2
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1769	24.742	97	62	2	92	186	152	239	6.3	25.4
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1868	41.667	24	14	0	401	424	62	85	8.7	25.0
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene764	27.273	44	32	0	85	128	375	418	8.7	25.0
gnl|TC-DB|Q6ZSM3|2.A.1.13.14	gene1094	44.444	27	15	0	292	318	439	465	9.3	25.0
gnl|TC-DB|Q7RTX9|2.A.1.13.12	gene47	35.135	37	21	1	441	474	95	131	0.66	28.9
gnl|TC-DB|Q7RTX9|2.A.1.13.12	gene2339	40.476	42	25	0	419	460	63	104	2.2	26.9
gnl|TC-DB|Q7RTX9|2.A.1.13.12	gene1406	26.582	79	45	4	431	501	128	201	2.6	26.9
gnl|TC-DB|Q7RTX9|2.A.1.13.12	gene395	26.415	106	66	3	320	417	379	480	5.7	25.8
gnl|TC-DB|Q7RTX9|2.A.1.13.12	gene1983	50.000	20	10	0	74	93	190	209	9.8	25.0
gnl|TC-DB|Q7RTY0|2.A.1.13.17	gene2368	20.000	85	58	1	254	328	64	148	0.53	28.5
gnl|TC-DB|Q7RTY0|2.A.1.13.17	gene1670	31.429	70	41	2	36	103	28	92	0.98	27.7
gnl|TC-DB|Q7RTY0|2.A.1.13.17	gene180	28.571	28	20	0	334	361	54	81	1.7	26.9
gnl|TC-DB|Q7RTY0|2.A.1.13.17	gene2493	32.759	58	38	1	202	259	175	231	4.5	25.8
gnl|TC-DB|Q7RTY0|2.A.1.13.17	gene620	37.255	51	25	2	106	149	231	281	6.5	25.0
gnl|TC-DB|Q7RTY0|2.A.1.13.17	gene2485	31.915	94	41	6	277	357	70	153	7.0	25.0
gnl|TC-DB|Q7RTY1|2.A.1.13.16	gene1670	22.222	153	110	2	19	166	13	161	0.16	30.8
gnl|TC-DB|Q7RTY1|2.A.1.13.16	gene711	33.333	78	47	2	379	451	266	343	0.42	29.3
gnl|TC-DB|Q7RTY1|2.A.1.13.16	gene1586	29.167	48	32	1	172	219	234	279	0.74	28.5
gnl|TC-DB|Q7RTY1|2.A.1.13.16	gene2059	36.735	49	28	1	458	506	116	161	1.8	26.9
gnl|TC-DB|Q7RTY1|2.A.1.13.16	gene148	25.397	63	42	1	136	193	127	189	2.0	27.3
gnl|TC-DB|Q7RTY1|2.A.1.13.16	gene313	39.474	38	18	1	419	456	364	396	2.8	26.9
gnl|TC-DB|Q8EH96|2.A.102.4.13	gene226	31.429	70	42	2	86	149	204	273	0.69	27.3
gnl|TC-DB|Q8EH96|2.A.102.4.13	gene1527	28.571	63	44	1	139	200	306	368	2.1	26.2
gnl|TC-DB|Q8EH96|2.A.102.4.13	gene553	45.833	24	12	1	125	147	173	196	2.7	25.4
gnl|TC-DB|Q8EH96|2.A.102.4.13	gene1640	50.000	24	12	0	2	25	97	120	3.8	25.0
gnl|TC-DB|Q8EH96|2.A.102.4.13	gene2387	30.380	79	38	3	8	73	99	173	5.6	24.6
gnl|TC-DB|Q8EH96|2.A.102.4.13	gene1470	27.586	87	54	2	29	112	364	444	9.9	23.9
gnl|TC-DB|Q8NCK7|2.A.1.13.13	gene2296	28.070	57	41	0	276	332	133	189	0.13	31.2
gnl|TC-DB|Q8NCK7|2.A.1.13.13	gene1243	32.609	46	31	0	367	412	26	71	6.1	25.4
gnl|TC-DB|Q8NCK7|2.A.1.13.13	gene1670	41.379	29	17	0	101	129	65	93	7.8	25.0
gnl|TC-DB|Q8NCK7|2.A.1.13.13	gene2515	26.562	64	32	3	35	83	102	165	9.4	25.0
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene979	25.108	462	296	17	26	469	12	441	4.58e-17	80.5
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene2515	22.523	333	223	11	144	475	27	325	1.58e-05	43.5
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene2206	24.000	125	85	3	276	395	298	417	3.8	26.6
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene7	33.333	54	34	2	350	403	311	362	5.1	26.2
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene138	27.273	77	48	3	12	83	169	242	5.7	25.8
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene947	31.481	54	35	1	122	175	126	177	7.7	25.4
gnl|TC-DB|Q8NS49|2.A.21.7.3	gene1184	44.000	25	14	0	526	550	67	91	8.3	24.6
